tenure,Contract,MonthlyCharges,TotalCharges,cluster,segment,Churn
12,0,56.3,628.65,1,At-Risk Customers,0
53,1,105.25,5576.3,0,Passive Users,0
12,0,94.2,1046.1,3,New Users,1
63,2,19.55,1245.6,2,Loyal Customers,0
15,0,84.45,1287.85,3,New Users,0
36,1,53.65,1939.35,2,Loyal Customers,0
4,0,29.9,118.25,1,At-Risk Customers,0
24,2,19.7,452.55,2,Loyal Customers,0
61,1,43.7,2696.55,2,Loyal Customers,0
16,0,55.3,875.35,1,At-Risk Customers,0
65,2,19.85,1267.05,2,Loyal Customers,0
26,2,19.65,494.9,2,Loyal Customers,0
16,0,49.45,799.0,1,At-Risk Customers,0
54,1,106.55,5763.3,0,Passive Users,1
1,0,20.1,20.1,1,At-Risk Customers,1
5,2,20.45,106.9,2,Loyal Customers,0
19,0,39.7,710.05,1,At-Risk Customers,0
10,0,54.5,568.2,1,At-Risk Customers,0
23,0,83.8,1900.25,3,New Users,1
3,0,55.15,159.15,1,At-Risk Customers,1
72,2,111.6,8012.75,0,Passive Users,0
10,0,86.65,856.65,3,New Users,1
10,0,55.55,551.3,1,At-Risk Customers,0
11,1,20.55,184.95,1,At-Risk Customers,0
37,0,106.75,4056.75,3,New Users,1
17,1,62.1,1096.65,3,New Users,0
36,0,104.5,3684.95,3,New Users,0
17,0,101.8,1752.45,3,New Users,0
66,1,110.6,7210.85,0,Passive Users,0
61,1,84.9,5264.5,0,Passive Users,0
22,0,93.2,2157.3,3,New Users,0
1,0,24.4,24.4,1,At-Risk Customers,0
6,0,70.55,433.95,3,New Users,0
31,0,78.45,2435.15,3,New Users,1
68,2,85.0,5607.75,0,Passive Users,0
34,0,87.45,2874.15,3,New Users,1
52,0,85.8,4433.3,0,Passive Users,0
10,0,91.1,964.35,3,New Users,0
29,0,70.75,1974.8,3,New Users,1
72,2,20.1,1460.85,2,Loyal Customers,0
47,1,20.05,951.55,2,Loyal Customers,0
24,1,74.8,1821.2,3,New Users,0
65,1,24.8,1600.95,2,Loyal Customers,0
4,0,100.85,399.25,3,New Users,0
12,0,101.35,1218.55,3,New Users,1
1,0,81.7,81.7,3,New Users,1
33,0,68.25,2171.15,3,New Users,1
34,0,105.1,3634.8,3,New Users,0
14,2,20.4,292.4,2,Loyal Customers,0
4,0,79.15,317.25,3,New Users,1
13,1,20.0,218.55,1,At-Risk Customers,0
65,2,79.4,5071.9,0,Passive Users,0
23,1,57.2,1423.35,3,New Users,0
55,2,58.6,3068.6,2,Loyal Customers,0
49,2,94.8,4690.65,0,Passive Users,0
60,1,102.5,6157.6,0,Passive Users,0
69,1,20.35,1442.65,2,Loyal Customers,0
40,0,84.9,3369.05,3,New Users,0
67,2,69.2,4671.65,0,Passive Users,0
35,0,95.45,3474.05,3,New Users,1
19,1,100.95,1875.55,3,New Users,1
13,2,20.85,272.35,2,Loyal Customers,0
41,0,88.5,3645.05,3,New Users,0
4,0,35.0,135.75,1,At-Risk Customers,0
24,0,55.15,1319.85,3,New Users,0
5,0,50.95,229.4,1,At-Risk Customers,0
5,0,64.0,370.25,3,New Users,0
1,0,69.1,69.1,3,New Users,1
72,2,80.2,5714.2,0,Passive Users,0
24,0,49.3,1233.25,1,At-Risk Customers,0
42,2,84.35,3571.6,0,Passive Users,0
4,0,20.05,83.3,1,At-Risk Customers,0
68,1,117.2,8035.95,0,Passive Users,0
33,1,20.1,579.4,2,Loyal Customers,0
1,0,69.6,69.6,3,New Users,1
31,1,103.45,3066.45,3,New Users,1
4,0,77.95,305.55,3,New Users,1
69,2,109.95,7634.25,0,Passive Users,0
38,0,94.75,3653.0,3,New Users,0
3,0,80.0,241.3,3,New Users,0
48,2,79.65,3870.3,0,Passive Users,0
15,2,25.2,387.9,2,Loyal Customers,0
25,1,19.9,527.5,1,At-Risk Customers,0
1,0,78.45,78.45,3,New Users,1
48,0,44.8,2104.55,3,New Users,0
1,0,20.3,20.3,1,At-Risk Customers,0
1,0,19.2,19.2,1,At-Risk Customers,0
37,1,80.05,3019.1,3,New Users,0
66,1,107.35,7051.95,0,Passive Users,0
26,1,47.85,1190.5,2,Loyal Customers,0
63,1,70.8,4448.8,0,Passive Users,0
10,0,29.5,255.25,1,At-Risk Customers,1
2,0,70.75,146.9,3,New Users,1
18,0,59.1,1011.05,3,New Users,0
64,2,25.55,1714.95,2,Loyal Customers,0
9,0,84.45,762.5,3,New Users,1
28,0,20.25,535.35,1,At-Risk Customers,0
1,0,75.55,75.55,3,New Users,0
4,0,85.65,338.9,3,New Users,1
38,1,70.15,2497.35,3,New Users,1
66,1,95.3,6273.4,0,Passive Users,0
1,0,70.25,70.25,3,New Users,0
18,0,50.3,908.75,1,At-Risk Customers,0
51,0,97.8,4913.3,0,Passive Users,1
0,2,19.85,1397.475,2,Loyal Customers,0
1,0,46.3,46.3,1,At-Risk Customers,1
12,2,19.35,212.3,2,Loyal Customers,0
41,0,106.3,4443.45,3,New Users,1
12,0,25.0,316.2,1,At-Risk Customers,0
55,2,20.3,1079.05,2,Loyal Customers,0
7,0,75.35,564.65,3,New Users,0
12,0,89.4,1095.65,3,New Users,1
68,2,88.0,6161.9,0,Passive Users,0
5,0,83.15,446.05,3,New Users,1
49,0,43.8,2106.05,3,New Users,0
40,1,62.05,2511.55,2,Loyal Customers,0
16,1,20.1,318.6,1,At-Risk Customers,0
10,0,74.15,811.8,3,New Users,1
72,1,101.35,7323.15,0,Passive Users,0
2,0,84.05,186.05,3,New Users,0
23,2,20.9,454.0,2,Loyal Customers,0
71,1,105.9,7521.95,0,Passive Users,0
11,0,99.5,1056.95,3,New Users,1
1,0,44.15,44.15,1,At-Risk Customers,1
16,0,53.9,834.15,1,At-Risk Customers,1
1,0,85.45,85.45,3,New Users,1
12,0,85.05,999.8,3,New Users,0
54,1,44.1,2369.7,2,Loyal Customers,0
68,2,90.2,6297.65,0,Passive Users,0
4,0,50.85,239.55,1,At-Risk Customers,1
1,0,59.2,59.2,1,At-Risk Customers,1
27,0,53.45,1461.45,3,New Users,0
21,0,19.95,416.4,1,At-Risk Customers,0
13,0,83.2,1060.6,3,New Users,1
64,0,74.65,4869.35,0,Passive Users,0
1,0,54.9,54.9,1,At-Risk Customers,1
57,2,57.5,3265.95,2,Loyal Customers,0
21,0,103.9,2254.2,3,New Users,1
19,2,19.65,358.15,2,Loyal Customers,0
31,1,93.8,2939.8,3,New Users,0
52,2,89.25,4652.4,0,Passive Users,0
46,1,94.15,4408.45,0,Passive Users,0
11,0,55.6,580.8,1,At-Risk Customers,0
53,0,48.7,2495.2,3,New Users,0
11,0,19.25,180.3,1,At-Risk Customers,1
57,0,104.9,5913.95,0,Passive Users,0
2,0,75.45,158.4,3,New Users,1
2,0,54.85,104.2,1,At-Risk Customers,1
71,2,19.9,1389.35,2,Loyal Customers,0
1,0,19.4,19.4,1,At-Risk Customers,0
68,2,25.05,1629.2,2,Loyal Customers,0
72,2,84.45,6033.1,0,Passive Users,0
2,0,19.3,44.4,1,At-Risk Customers,0
1,0,95.1,95.1,3,New Users,1
41,1,79.85,3320.75,0,Passive Users,0
72,2,25.55,1867.7,2,Loyal Customers,0
6,0,75.5,438.0,3,New Users,1
4,0,73.75,325.45,3,New Users,1
12,0,96.05,1148.1,3,New Users,1
58,1,68.4,3972.25,0,Passive Users,0
7,0,20.65,155.9,1,At-Risk Customers,0
65,0,55.15,3673.15,0,Passive Users,0
1,0,70.6,70.6,3,New Users,0
56,1,19.95,1126.75,2,Loyal Customers,0
4,0,19.0,73.45,1,At-Risk Customers,0
58,1,44.1,2413.05,2,Loyal Customers,0
62,2,107.6,6912.7,0,Passive Users,0
26,1,61.55,1581.95,3,New Users,0
62,0,90.7,5586.45,0,Passive Users,0
58,1,99.25,5846.65,0,Passive Users,0
68,2,91.7,6424.7,0,Passive Users,0
61,1,100.7,6018.65,0,Passive Users,0
42,2,78.45,3373.4,0,Passive Users,0
18,0,84.3,1537.9,3,New Users,0
56,2,19.55,1080.55,2,Loyal Customers,0
4,0,88.95,355.2,3,New Users,1
4,0,20.45,82.85,1,At-Risk Customers,0
35,1,55.6,2016.45,2,Loyal Customers,0
64,0,86.8,5327.25,0,Passive Users,0
31,1,20.95,683.25,2,Loyal Customers,0
67,2,20.05,1263.05,2,Loyal Customers,0
4,0,50.7,151.3,1,At-Risk Customers,1
70,2,113.65,7714.65,0,Passive Users,0
3,0,53.4,188.7,1,At-Risk Customers,1
53,0,101.9,5549.4,0,Passive Users,1
2,2,59.5,130.5,2,Loyal Customers,0
29,0,87.8,2621.75,3,New Users,0
47,2,41.9,1875.25,2,Loyal Customers,0
68,1,83.0,5685.8,0,Passive Users,1
12,0,69.85,837.5,3,New Users,0
8,0,56.3,401.5,1,At-Risk Customers,0
54,0,109.55,6118.95,0,Passive Users,0
69,2,92.15,6480.9,0,Passive Users,0
26,0,69.5,1800.05,3,New Users,0
72,2,97.0,7104.2,0,Passive Users,0
70,2,58.35,4214.25,0,Passive Users,0
1,0,50.6,50.6,1,At-Risk Customers,1
10,0,89.5,863.1,3,New Users,1
28,1,70.4,1992.2,3,New Users,0
1,0,69.8,69.8,3,New Users,1
21,0,94.3,1948.35,3,New Users,0
51,0,93.8,4750.95,0,Passive Users,1
53,1,19.55,1007.9,2,Loyal Customers,0
53,1,95.95,5036.9,0,Passive Users,0
24,0,101.05,2391.8,3,New Users,1
70,2,94.8,6859.05,0,Passive Users,0
61,1,107.75,6521.9,0,Passive Users,0
11,1,54.6,617.85,1,At-Risk Customers,0
2,0,71.3,157.75,3,New Users,0
25,1,19.5,516.3,1,At-Risk Customers,0
41,1,56.3,2364.0,2,Loyal Customers,0
18,0,94.7,1687.95,3,New Users,1
72,2,104.15,7689.95,0,Passive Users,1
71,2,90.55,6239.05,0,Passive Users,0
34,1,60.8,2042.05,2,Loyal Customers,0
29,0,98.8,2807.1,3,New Users,0
40,1,98.15,4116.8,0,Passive Users,0
36,1,35.35,1317.95,2,Loyal Customers,0
46,1,103.15,4594.65,0,Passive Users,0
58,1,107.75,6332.75,0,Passive Users,0
39,1,81.4,3213.75,0,Passive Users,0
4,0,61.45,229.55,1,At-Risk Customers,1
52,1,95.7,4976.15,0,Passive Users,0
70,1,104.8,7308.95,0,Passive Users,0
65,1,70.95,4555.2,0,Passive Users,0
1,0,44.95,44.95,1,At-Risk Customers,0
70,1,97.65,6982.5,0,Passive Users,0
29,0,35.65,1025.15,1,At-Risk Customers,0
1,0,90.55,90.55,3,New Users,1
67,2,85.25,5714.2,0,Passive Users,0
1,0,19.5,19.5,1,At-Risk Customers,0
26,0,88.8,2274.35,3,New Users,1
30,2,25.1,789.55,2,Loyal Customers,0
48,0,100.05,4834.0,0,Passive Users,0
55,0,55.7,3131.8,3,New Users,0
7,0,85.2,602.55,3,New Users,1
37,0,91.15,3369.25,3,New Users,0
31,0,83.85,2674.15,3,New Users,0
4,0,45.9,199.75,1,At-Risk Customers,0
72,2,25.1,1790.8,2,Loyal Customers,0
5,0,91.4,449.75,3,New Users,1
1,0,19.7,19.7,1,At-Risk Customers,0
15,0,91.5,1400.3,3,New Users,0
8,0,51.3,411.6,1,At-Risk Customers,0
35,1,21.1,741.0,2,Loyal Customers,0
56,0,104.75,5841.35,0,Passive Users,0
42,0,106.15,4512.7,3,New Users,1
65,0,85.75,5688.45,0,Passive Users,0
2,1,20.3,31.9,1,At-Risk Customers,0
65,1,100.75,6674.65,0,Passive Users,0
18,0,74.15,1345.75,3,New Users,0
23,1,78.55,1843.05,3,New Users,0
4,0,45.3,196.95,1,At-Risk Customers,1
70,2,19.85,1433.8,2,Loyal Customers,0
4,0,50.7,214.55,1,At-Risk Customers,0
19,0,45.0,865.85,1,At-Risk Customers,0
18,0,77.8,1358.6,3,New Users,0
38,0,83.45,3147.15,3,New Users,0
2,0,73.25,131.05,3,New Users,1
47,1,94.8,4535.85,0,Passive Users,0
52,2,20.1,1078.75,2,Loyal Customers,0
9,0,59.9,542.4,1,At-Risk Customers,0
26,1,90.1,2312.55,3,New Users,0
8,0,51.05,415.05,1,At-Risk Customers,1
44,1,70.95,3250.45,0,Passive Users,0
3,0,29.2,98.5,1,At-Risk Customers,0
2,0,46.6,87.9,1,At-Risk Customers,0
9,0,85.35,754.65,3,New Users,1
1,0,75.35,75.35,3,New Users,1
25,0,74.3,1952.25,3,New Users,0
2,0,69.3,153.8,3,New Users,0
43,0,75.2,3198.6,3,New Users,1
1,0,20.9,20.9,1,At-Risk Customers,1
58,1,94.3,5610.15,0,Passive Users,0
59,2,76.45,4519.5,0,Passive Users,0
44,1,54.0,2440.25,2,Loyal Customers,0
66,1,104.25,6860.6,0,Passive Users,0
68,2,19.95,1377.7,2,Loyal Customers,0
9,0,24.95,190.25,1,At-Risk Customers,0
19,0,84.75,1651.95,3,New Users,0
4,0,19.75,78.3,1,At-Risk Customers,0
70,2,113.65,7939.25,0,Passive Users,0
1,0,44.9,44.9,1,At-Risk Customers,0
8,0,75.25,576.7,3,New Users,0
53,2,24.6,1279.0,2,Loyal Customers,0
51,1,25.0,1260.7,2,Loyal Customers,0
11,0,20.95,267.35,1,At-Risk Customers,0
60,2,110.6,6586.85,0,Passive Users,0
17,0,55.5,934.15,1,At-Risk Customers,0
3,0,43.3,123.65,1,At-Risk Customers,1
70,1,109.5,7534.65,0,Passive Users,1
1,0,19.45,19.45,1,At-Risk Customers,0
43,0,84.85,3645.6,3,New Users,0
16,0,19.6,314.45,1,At-Risk Customers,0
57,1,53.45,3053.0,2,Loyal Customers,0
37,1,19.8,677.05,2,Loyal Customers,0
72,2,112.1,7965.95,0,Passive Users,0
11,0,84.8,906.85,3,New Users,1
50,0,95.05,4888.7,0,Passive Users,1
5,0,50.35,237.25,1,At-Risk Customers,1
1,0,74.6,74.6,3,New Users,1
16,0,19.7,342.4,1,At-Risk Customers,1
2,0,74.2,140.1,3,New Users,0
17,0,69.0,1108.0,3,New Users,0
16,1,19.35,295.55,1,At-Risk Customers,0
15,0,59.45,892.65,3,New Users,1
10,1,19.8,198.25,1,At-Risk Customers,0
46,1,105.2,4822.85,0,Passive Users,1
64,2,109.2,6741.15,0,Passive Users,0
1,0,79.15,79.15,3,New Users,0
25,1,53.65,1355.45,2,Loyal Customers,0
71,2,100.2,7209.0,0,Passive Users,0
8,0,45.15,438.4,1,At-Risk Customers,1
72,2,108.65,7726.35,0,Passive Users,0
49,0,40.65,2070.75,1,At-Risk Customers,0
29,1,55.35,1636.95,2,Loyal Customers,0
72,2,105.6,7581.5,0,Passive Users,0
31,0,93.8,3019.5,3,New Users,1
50,0,95.7,4729.75,0,Passive Users,0
71,2,83.2,6126.1,0,Passive Users,0
70,2,90.05,6333.4,0,Passive Users,0
71,1,97.65,6687.85,0,Passive Users,0
61,2,68.05,4158.25,0,Passive Users,0
32,0,96.2,3183.4,3,New Users,1
1,0,79.6,79.6,3,New Users,1
68,2,102.1,7149.35,0,Passive Users,0
62,2,23.4,1429.65,2,Loyal Customers,0
7,0,71.05,472.65,3,New Users,0
20,0,85.25,1734.5,3,New Users,1
6,1,19.45,113.5,1,At-Risk Customers,0
33,0,59.45,1884.65,3,New Users,0
28,1,92.2,2568.15,3,New Users,0
27,2,19.85,470.0,2,Loyal Customers,0
7,0,43.9,278.4,1,At-Risk Customers,0
26,0,80.5,2088.8,3,New Users,1
5,0,89.8,502.6,3,New Users,1
30,0,90.5,2595.85,3,New Users,0
63,1,90.45,5825.5,0,Passive Users,0
1,0,50.75,50.75,1,At-Risk Customers,1
53,1,84.6,4449.75,0,Passive Users,0
14,0,89.65,1208.35,3,New Users,1
21,0,99.15,1956.4,3,New Users,0
17,1,19.95,310.6,1,At-Risk Customers,0
16,2,20.5,290.55,2,Loyal Customers,0
35,0,62.1,2096.1,3,New Users,0
32,0,79.5,2665.0,3,New Users,0
28,0,19.55,543.8,1,At-Risk Customers,0
1,0,20.35,20.35,1,At-Risk Customers,0
59,0,51.7,3005.8,3,New Users,0
72,1,23.3,1623.15,2,Loyal Customers,0
36,1,65.4,2498.4,3,New Users,1
40,0,65.1,2586.0,3,New Users,0
40,0,81.2,3292.3,3,New Users,0
9,0,72.9,651.4,3,New Users,1
63,2,74.5,4674.55,0,Passive Users,0
3,0,80.5,232.35,3,New Users,0
40,1,60.3,2448.5,2,Loyal Customers,0
8,0,75.0,658.1,3,New Users,0
34,1,90.15,3128.8,3,New Users,0
5,0,40.0,223.45,1,At-Risk Customers,1
9,0,99.45,919.4,3,New Users,1
9,0,69.05,653.95,3,New Users,0
31,0,59.7,1825.5,3,New Users,0
50,1,19.85,943.1,2,Loyal Customers,0
2,0,86.25,181.65,3,New Users,1
1,0,45.65,45.65,1,At-Risk Customers,1
8,0,70.1,551.35,3,New Users,1
9,0,40.75,359.4,1,At-Risk Customers,0
2,0,70.2,115.95,3,New Users,1
3,0,55.35,165.2,1,At-Risk Customers,1
25,0,95.7,2338.35,3,New Users,0
1,0,46.3,46.3,1,At-Risk Customers,0
45,0,81.3,3541.1,3,New Users,0
51,0,84.2,4146.05,3,New Users,1
55,0,20.0,1087.25,1,At-Risk Customers,0
38,0,66.15,2522.4,3,New Users,0
2,0,45.85,81.0,1,At-Risk Customers,1
38,0,19.6,717.3,1,At-Risk Customers,0
34,0,49.8,1734.2,3,New Users,0
70,1,101.75,7069.3,0,Passive Users,0
13,1,55.15,742.9,1,At-Risk Customers,0
39,0,75.25,3017.65,3,New Users,1
61,1,103.95,6423.0,0,Passive Users,0
12,0,100.15,1164.3,3,New Users,1
41,2,99.65,4220.35,0,Passive Users,0
21,0,73.7,1558.7,3,New Users,0
55,1,50.05,2743.45,2,Loyal Customers,0
69,2,60.25,4055.5,0,Passive Users,0
26,0,105.75,2710.25,3,New Users,1
69,1,87.3,6055.55,0,Passive Users,0
18,0,48.35,810.7,1,At-Risk Customers,1
47,0,54.25,2538.2,3,New Users,0
72,2,85.3,6129.2,0,Passive Users,0
33,0,50.0,1750.85,3,New Users,0
2,0,24.4,36.55,1,At-Risk Customers,1
72,2,90.95,6652.45,0,Passive Users,0
37,0,72.25,2575.45,3,New Users,0
62,0,96.1,6019.35,0,Passive Users,0
71,2,19.85,1379.6,2,Loyal Customers,0
23,0,55.3,1284.2,3,New Users,0
16,1,20.1,296.15,1,At-Risk Customers,0
9,0,69.5,653.25,3,New Users,0
17,2,25.15,412.6,2,Loyal Customers,0
4,0,20.95,85.5,1,At-Risk Customers,1
1,0,49.55,49.55,1,At-Risk Customers,1
24,0,79.65,1928.7,3,New Users,0
1,0,71.25,71.25,3,New Users,0
72,2,113.8,7845.8,0,Passive Users,0
72,2,24.55,1750.7,2,Loyal Customers,0
11,0,19.7,216.2,1,At-Risk Customers,0
9,0,20.25,178.5,1,At-Risk Customers,1
2,0,50.15,115.1,1,At-Risk Customers,1
60,1,100.5,6029.0,0,Passive Users,0
29,0,95.9,2745.2,3,New Users,1
49,2,74.45,3721.9,0,Passive Users,0
30,0,104.1,3121.1,3,New Users,0
53,1,19.05,990.45,2,Loyal Customers,0
39,2,25.0,1004.35,2,Loyal Customers,0
9,0,19.05,157.65,1,At-Risk Customers,0
39,1,81.9,3219.75,0,Passive Users,0
8,0,69.7,572.85,3,New Users,0
51,1,90.15,4554.85,0,Passive Users,0
71,2,25.35,1847.55,2,Loyal Customers,0
71,2,24.65,1766.75,2,Loyal Customers,0
70,2,19.55,1462.05,2,Loyal Customers,0
1,0,25.25,25.25,1,At-Risk Customers,1
38,2,60.0,2193.2,2,Loyal Customers,0
28,0,89.9,2433.5,3,New Users,0
32,0,19.4,641.15,1,At-Risk Customers,0
49,2,49.8,2398.4,2,Loyal Customers,0
37,2,24.1,861.85,2,Loyal Customers,0
10,0,54.25,583.0,1,At-Risk Customers,0
67,1,109.9,7332.4,0,Passive Users,0
7,1,35.5,249.55,1,At-Risk Customers,0
51,1,87.55,4475.9,0,Passive Users,0
9,0,45.15,416.45,1,At-Risk Customers,1
9,0,88.4,788.6,3,New Users,0
4,0,50.8,202.3,1,At-Risk Customers,0
71,2,99.0,6994.6,0,Passive Users,0
50,0,84.4,4116.15,3,New Users,1
24,2,96.55,2263.45,0,Passive Users,0
22,1,59.75,1374.35,3,New Users,0
44,0,111.5,4915.15,0,Passive Users,0
33,0,24.25,838.5,1,At-Risk Customers,0
1,0,75.1,75.1,3,New Users,1
54,1,70.15,3715.65,0,Passive Users,1
42,0,101.75,4273.45,3,New Users,1
1,0,45.8,45.8,1,At-Risk Customers,1
1,0,20.5,20.5,1,At-Risk Customers,0
30,1,70.4,2044.75,3,New Users,0
1,0,30.55,30.55,1,At-Risk Customers,0
16,0,84.9,1398.25,3,New Users,0
1,0,20.1,20.1,1,At-Risk Customers,1
9,0,40.65,328.95,1,At-Risk Customers,1
46,0,101.0,4680.05,0,Passive Users,1
1,0,69.1,69.1,3,New Users,1
71,2,54.5,3778.2,2,Loyal Customers,0
43,0,75.35,3161.4,3,New Users,0
50,1,44.45,2188.45,2,Loyal Customers,0
13,0,75.0,999.45,3,New Users,1
19,1,100.0,1888.65,3,New Users,1
41,0,98.05,3990.6,3,New Users,0
1,0,71.15,71.15,3,New Users,1
24,0,54.15,1240.25,3,New Users,1
40,1,63.9,2635.0,2,Loyal Customers,0
3,0,69.15,235.0,3,New Users,0
37,1,64.65,2347.85,2,Loyal Customers,0
67,2,108.75,7156.2,0,Passive Users,1
32,0,98.85,3089.6,3,New Users,0
6,0,49.15,270.8,1,At-Risk Customers,1
32,0,89.6,2901.8,3,New Users,0
59,0,83.25,4949.1,0,Passive Users,0
30,1,70.25,2198.9,3,New Users,0
20,0,19.4,374.5,1,At-Risk Customers,1
27,2,24.5,761.95,2,Loyal Customers,0
20,0,79.15,1520.9,3,New Users,1
9,1,20.1,190.25,1,At-Risk Customers,0
68,1,73.0,5163.0,0,Passive Users,0
69,2,61.4,4059.85,0,Passive Users,0
26,0,84.3,2281.6,3,New Users,0
69,2,19.9,1356.7,2,Loyal Customers,0
11,2,20.4,231.45,2,Loyal Customers,0
1,0,50.75,50.75,1,At-Risk Customers,0
10,1,20.45,242.4,1,At-Risk Customers,0
55,1,75.75,4264.25,0,Passive Users,0
44,1,65.4,2774.55,2,Loyal Customers,0
46,0,80.4,3605.2,3,New Users,1
69,2,59.75,4069.9,0,Passive Users,0
11,0,78.5,874.2,3,New Users,0
11,0,102.0,1145.35,3,New Users,1
29,0,48.95,1323.7,1,At-Risk Customers,0
57,0,99.65,5497.05,0,Passive Users,0
28,1,18.25,534.7,2,Loyal Customers,0
42,0,54.55,2455.05,3,New Users,0
2,0,20.65,38.7,1,At-Risk Customers,1
23,1,40.65,947.4,1,At-Risk Customers,0
18,0,20.45,357.0,1,At-Risk Customers,0
62,1,24.8,1476.25,2,Loyal Customers,0
1,0,70.8,70.8,3,New Users,1
16,0,89.05,1448.6,3,New Users,1
3,0,96.6,291.9,3,New Users,1
67,1,88.8,5903.15,0,Passive Users,0
62,2,20.05,1201.65,2,Loyal Customers,0
57,0,104.5,5921.35,0,Passive Users,1
2,0,69.8,146.65,3,New Users,0
23,2,77.15,1759.4,2,Loyal Customers,0
25,2,35.05,844.45,2,Loyal Customers,0
72,2,108.1,7774.05,0,Passive Users,0
2,0,84.05,134.05,3,New Users,0
8,1,20.2,140.95,1,At-Risk Customers,0
5,0,50.6,249.95,1,At-Risk Customers,1
35,0,49.2,1701.65,3,New Users,0
24,1,24.6,592.65,1,At-Risk Customers,0
2,0,71.65,135.75,3,New Users,0
72,2,104.9,7732.65,0,Passive Users,0
41,0,106.5,4282.4,3,New Users,0
4,0,49.35,219.65,1,At-Risk Customers,1
26,1,75.5,2018.1,3,New Users,0
7,0,94.25,669.0,3,New Users,1
1,0,68.95,68.95,3,New Users,1
4,0,58.5,224.85,1,At-Risk Customers,0
48,2,78.9,3771.5,0,Passive Users,0
2,0,93.85,196.75,3,New Users,1
12,1,79.2,943.85,3,New Users,0
60,0,109.45,6572.85,0,Passive Users,0
55,2,59.2,3175.85,2,Loyal Customers,0
1,0,29.15,29.15,1,At-Risk Customers,0
1,0,20.05,20.05,1,At-Risk Customers,0
4,0,76.05,318.9,3,New Users,1
1,0,24.45,24.45,1,At-Risk Customers,1
42,2,66.5,2762.75,2,Loyal Customers,0
1,0,49.55,49.55,1,At-Risk Customers,0
7,0,89.35,631.85,3,New Users,1
3,0,73.6,232.5,3,New Users,0
72,2,82.65,5919.35,0,Passive Users,0
15,0,49.0,749.25,1,At-Risk Customers,0
4,0,80.35,307.4,3,New Users,1
11,1,25.2,245.15,1,At-Risk Customers,0
5,0,25.45,134.75,1,At-Risk Customers,0
1,0,55.8,55.8,1,At-Risk Customers,1
72,2,110.9,8240.85,0,Passive Users,0
55,0,77.75,4266.4,0,Passive Users,0
40,0,26.2,1077.5,1,At-Risk Customers,0
57,2,19.9,1115.6,2,Loyal Customers,0
1,0,79.05,79.05,3,New Users,1
1,0,95.0,95.0,3,New Users,1
1,0,25.2,25.2,1,At-Risk Customers,1
52,1,80.85,4079.55,0,Passive Users,0
41,0,98.4,4187.75,3,New Users,1
43,1,56.35,2391.15,2,Loyal Customers,0
47,2,19.3,890.5,2,Loyal Customers,0
3,0,50.4,137.25,1,At-Risk Customers,0
66,2,79.4,5154.6,0,Passive Users,1
55,2,55.25,3119.9,2,Loyal Customers,0
29,1,19.1,529.5,2,Loyal Customers,0
12,0,84.05,966.55,3,New Users,0
66,0,105.2,6936.85,0,Passive Users,0
35,0,101.4,3496.3,3,New Users,1
10,0,89.8,914.3,3,New Users,1
27,0,75.75,1929.0,3,New Users,0
58,0,95.3,5817.7,0,Passive Users,0
54,2,109.75,6110.2,0,Passive Users,1
9,0,19.85,178.8,1,At-Risk Customers,0
2,1,19.3,28.3,1,At-Risk Customers,1
6,0,69.1,435.0,3,New Users,0
26,0,91.25,2351.8,3,New Users,1
9,0,20.25,186.15,1,At-Risk Customers,0
8,0,54.75,445.85,1,At-Risk Customers,0
12,0,81.45,912.0,3,New Users,0
15,0,49.1,679.55,1,At-Risk Customers,1
43,1,80.2,3581.6,0,Passive Users,0
42,0,100.3,4222.95,3,New Users,0
31,0,65.25,1994.3,3,New Users,1
66,2,90.95,5930.05,0,Passive Users,0
18,0,85.45,1505.85,3,New Users,1
1,0,20.0,20.0,1,At-Risk Customers,0
61,2,94.1,5638.3,0,Passive Users,1
10,0,79.85,797.25,3,New Users,0
1,0,71.65,71.65,3,New Users,1
18,0,73.55,1359.45,3,New Users,0
24,0,104.65,2542.45,3,New Users,1
3,0,19.3,54.7,1,At-Risk Customers,0
50,1,20.15,989.05,2,Loyal Customers,0
1,0,44.55,44.55,1,At-Risk Customers,0
2,0,54.45,87.3,1,At-Risk Customers,0
17,1,19.65,351.55,1,At-Risk Customers,0
69,2,105.0,7297.75,0,Passive Users,0
72,2,88.7,6301.7,0,Passive Users,0
3,0,74.25,210.3,3,New Users,1
50,2,75.15,3822.45,0,Passive Users,0
53,2,20.25,1048.45,2,Loyal Customers,0
58,2,109.1,6393.65,0,Passive Users,0
46,1,30.75,1489.3,2,Loyal Customers,0
72,0,112.9,8061.5,0,Passive Users,0
1,0,74.2,74.2,3,New Users,1
6,0,94.05,518.75,3,New Users,0
72,2,78.85,5763.15,0,Passive Users,0
4,0,55.3,238.5,1,At-Risk Customers,0
52,2,19.35,1031.7,2,Loyal Customers,0
0,2,25.35,1397.475,2,Loyal Customers,0
2,1,20.45,34.8,1,At-Risk Customers,0
65,2,19.35,1319.95,2,Loyal Customers,0
43,0,101.0,4388.4,3,New Users,1
4,0,100.2,420.2,3,New Users,1
25,1,89.05,2177.45,3,New Users,1
51,1,78.65,3950.85,0,Passive Users,0
12,0,74.75,827.05,3,New Users,0
57,1,70.1,3913.3,0,Passive Users,1
24,1,19.9,533.5,1,At-Risk Customers,0
